GKZ,Gebietsname,Wahlberechtigte,Abgegebene,Ungültige,Gültige,ÖVP,%,SPÖ,%.1,FPÖ,%.2,GRÜNE,%.3,NEOS,%.4,BIER,%.5,MFG,%.6,BGE,%.7,LMP,%.8,GAZA,%.9,KPÖ,%.10,KEINE,%.11
G10809,Lockenhaus,1629,1302,21,1281,331,25.83,357,27.86,394,30.75,67,5.23,89,6.94,21,1.63,,0.0,2.0,0.15,10,0.78,0.0,0.0,5,0.39,5,0.39
G10810,Lutzmannsburg,671,567,8,559,179,32.02,127,22.71,163,29.15,26,4.65,35,6.26,12,2.14,,0.0,0.0,0.0,3,0.53,1.0,0.17,8,1.43,5,0.89
G10811,Mannersdorf an der Rabnitz,1408,1145,15,1130,318,28.14,349,30.88,340,30.08,35,3.09,47,4.15,27,2.38,,0.0,0.0,0.0,2,0.17,1.0,0.08,8,0.7,3,0.26
G10812,Markt Sankt Martin,1033,897,13,884,272,30.76,281,31.78,206,23.3,41,4.63,46,5.2,21,2.37,,0.0,1.0,0.11,6,0.67,0.0,0.0,7,0.79,3,0.33
G10813,Neckenmarkt,1412,1204,23,1181,469,39.71,296,25.06,295,24.97,36,3.04,60,5.08,11,0.93,,0.0,0.0,0.0,3,0.25,0.0,0.0,6,0.5,5,0.42
G10814,Neutal,903,781,16,765,144,18.82,336,43.92,200,26.14,28,3.66,27,3.52,16,2.09,,0.0,2.0,0.26,1,0.13,0.0,0.0,9,1.17,2,0.26
G10815,Nikitsch,1130,925,11,914,380,41.57,270,29.54,151,16.52,45,4.92,41,4.48,11,1.2,,0.0,1.0,0.1,3,0.32,0.0,0.0,6,0.65,6,0.65
G10816,Oberpullendorf,2584,1906,29,1877,585,31.16,465,24.77,511,27.22,101,5.38,120,6.39,46,2.45,,0.0,2.0,0.1,4,0.21,3.0,0.15,30,1.59,10,0.53
G10817,Pilgersdorf,1315,1075,9,1066,450,42.21,221,20.73,271,25.42,39,3.65,54,5.06,9,0.84,,0.0,1.0,0.09,9,0.84,0.0,0.0,7,0.65,5,0.46
G10818,Piringsdorf,692,585,4,581,173,29.77,216,37.17,114,19.62,22,3.78,29,4.99,9,1.54,,0.0,0.0,0.0,6,1.03,0.0,0.0,9,1.54,3,0.51
G10819,Raiding,760,575,9,566,183,32.33,198,34.98,138,24.38,14,2.47,16,2.82,11,1.94,,0.0,1.0,0.17,1,0.17,1.0,0.17,1,0.17,2,0.35
G10820,Ritzing,753,618,15,603,143,23.71,199,33.0,167,27.69,11,1.82,51,8.45,17,2.81,,0.0,0.0,0.0,2,0.33,0.0,0.0,9,1.49,4,0.66
G10821,Steinberg-Dörfl,1040,878,15,863,295,34.18,209,24.21,241,27.92,40,4.63,37,4.28,19,2.2,,0.0,1.0,0.11,4,0.46,0.0,0.0,16,1.85,1,0.11
G10822,Stoob,1099,901,10,891,211,23.68,368,41.3,209,23.45,29,3.25,44,4.93,17,1.9,,0.0,0.0,0.0,2,0.22,3.0,0.33,6,0.67,2,0.22
G10823,Weppersdorf,1569,1261,27,1234,237,19.2,484,39.22,351,28.44,42,3.4,68,5.51,21,1.7,,0.0,6.0,0.48,11,0.89,1.0,0.08,8,0.64,5,0.4
G10824,Lackendorf,477,394,5,389,92,23.65,142,36.5,117,30.07,9,2.31,16,4.11,6,1.54,,0.0,0.0,0.0,0,0.0,2.0,0.51,3,0.77,2,0.51
G10825,Unterfrauenhaid,525,454,8,446,167,37.44,141,31.61,107,23.99,11,2.46,12,2.69,3,0.67,,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.22,4,0.89
G10826,Unterrabnitz-Schwendgraben,517,442,6,436,168,38.53,121,27.75,103,23.62,15,3.44,16,3.66,6,1.37,,0.0,0.0,0.0,3,0.68,0.0,0.0,3,0.68,1,0.22
G10827,Weingraben,266,233,6,227,66,29.07,83,36.56,53,23.34,8,3.52,8,3.52,3,1.32,,0.0,0.0,0.0,0,0.0,0.0,0.0,6,2.64,0,0.0
G10828,Oberloisdorf,630,552,13,539,174,32.28,179,33.2,124,23.0,16,2.96,31,5.75,9,1.66,,0.0,0.0,0.0,3,0.55,0.0,0.0,3,0.55,0,0.0
G10899,Wahlkarten - Oberpullendorf,0,408,9,399,89,22.3,116,29.07,93,23.3,30,7.51,45,11.27,15,3.75,,0.0,2.0,0.5,2,0.5,0.0,0.0,3,0.75,4,1.0
G10900,Oberwart,43244,34922,574,34348,9517,27.7,9168,26.69,10741,31.27,1492,4.34,2040,5.93,643,1.87,,0.0,11.0,0.03,133,0.38,23.0,0.06,448,1.3,132,0.38
G10901,Bad Tatzmannsdorf,1268,1020,9,1011,316,31.25,218,21.56,278,27.49,50,4.94,91,9.0,30,2.96,,0.0,1.0,0.09,8,0.79,2.0,0.19,13,1.28,4,0.39
G10902,Bernstein,1766,1470,30,1440,389,27.01,504,35.0,393,27.29,50,3.47,69,4.79,18,1.25,,0.0,1.0,0.06,1,0.06,0.0,0.0,13,0.9,2,0.13
G10903,Deutsch Schützen-Eisenberg,903,754,9,745,335,44.96,127,17.04,193,25.9,21,2.81,47,6.3,7,0.93,,0.0,0.0,0.0,5,0.67,0.0,0.0,8,1.07,2,0.26
G10904,Grafenschachen,1036,871,38,833,199,23.88,274,32.89,292,35.05,12,1.44,31,3.72,13,1.56,,0.0,0.0,0.0,1,0.12,0.0,0.0,7,0.84,4,0.48
G10905,Großpetersdorf,2868,2218,40,2178,552,25.34,718,32.96,629,28.87,90,4.13,110,5.05,35,1.6,,0.0,0.0,0.0,7,0.32,0.0,0.0,30,1.37,7,0.32
G10906,Hannersdorf,599,509,8,501,172,34.33,154,30.73,114,22.75,25,4.99,27,5.38,3,0.59,,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0.99,1,0.19
G10907,Kemeten,1234,972,14,958,173,18.05,255,26.61,374,39.03,30,3.13,71,7.41,21,2.19,,0.0,0.0,0.0,5,0.52,1.0,0.1,23,2.4,5,0.52
G10908,Kohfidisch,1200,960,15,945,306,32.38,240,25.39,283,29.94,23,2.43,64,6.77,14,1.48,,0.0,0.0,0.0,1,0.1,1.0,0.1,11,1.16,2,0.21
G10909,Litzelsdorf,950,773,8,765,222,29.01,166,21.69,264,34.5,49,6.4,18,2.35,18,2.35,,0.0,0.0,0.0,8,1.04,0.0,0.0,16,2.09,4,0.52
G10910,Loipersdorf-Kitzladen,1084,908,12,896,228,25.44,295,32.92,285,31.8,17,1.89,33,3.68,26,2.9,,0.0,0.0,0.0,1,0.11,0.0,0.0,8,0.89,3,0.33
G10911,Mariasdorf,978,779,16,763,191,25.03,198,25.95,279,36.56,33,4.32,31,4.06,14,1.83,,0.0,0.0,0.0,2,0.26,0.0,0.0,12,1.57,3,0.39
G10912,Markt Allhau,1580,1279,10,1269,359,28.28,281,22.14,426,33.56,66,5.2,84,6.61,28,2.2,,0.0,1.0,0.07,4,0.31,1.0,0.07,17,1.33,2,0.15
G10913,Markt Neuhodis,552,445,7,438,155,35.38,137,31.27,113,25.79,7,1.59,8,1.82,8,1.82,,0.0,0.0,0.0,2,0.45,0.0,0.0,7,1.59,1,0.22
G10914,Mischendorf,1256,1045,24,1021,365,35.74,290,28.4,260,25.46,23,2.25,54,5.28,7,0.68,,0.0,0.0,0.0,4,0.39,0.0,0.0,11,1.07,7,0.68
G10915,Oberdorf im Burgenland,827,702,17,685,121,17.66,195,28.46,282,41.16,21,3.06,37,5.4,18,2.62,,0.0,1.0,0.14,1,0.14,0.0,0.0,5,0.72,4,0.58
G10916,Oberschützen,1882,1486,22,1464,430,29.37,330,22.54,419,28.62,114,7.78,106,7.24,27,1.84,,0.0,0.0,0.0,18,1.22,1.0,0.06,14,0.95,5,0.34
G10917,Oberwart,5671,4101,56,4045,1081,26.72,966,23.88,1276,31.54,243,6.0,296,7.31,82,2.02,,0.0,1.0,0.02,18,0.44,6.0,0.14,63,1.55,13,0.32
G10918,Pinkafeld,4505,3308,45,3263,801,24.54,743,22.77,1114,34.14,176,5.39,271,8.3,76,2.32,,0.0,3.0,0.09,9,0.27,4.0,0.12,50,1.53,16,0.49
G10919,Rechnitz,2358,1771,29,1742,422,24.22,523,30.02,623,35.76,49,2.81,67,3.84,30,1.72,,0.0,0.0,0.0,3,0.17,1.0,0.05,17,0.97,7,0.4
G10920,Riedlingsdorf,1310,1049,18,1031,191,18.52,293,28.41,396,38.4,55,5.33,45,4.36,27,2.61,,0.0,0.0,0.0,2,0.19,1.0,0.09,10,0.96,11,1.06
G10921,Rotenturm an der Pinka,1140,981,23,958,260,27.13,303,31.62,255,26.61,41,4.27,66,6.88,13,1.35,,0.0,0.0,0.0,3,0.31,0.0,0.0,13,1.35,4,0.41
G10922,Schachendorf,542,433,10,423,161,38.06,108,25.53,106,25.05,16,3.78,21,4.96,5,1.18,,0.0,0.0,0.0,2,0.47,0.0,0.0,3,0.7,1,0.23
G10923,Stadtschlaining,1632,1289,23,1266,367,28.98,388,30.64,357,28.19,44,3.47,58,4.58,24,1.89,,0.0,1.0,0.07,4,0.31,0.0,0.0,18,1.42,5,0.39
G10924,Unterkohlstätten,793,708,12,696,231,33.18,246,35.34,153,21.98,12,1.72,34,4.88,14,2.01,,0.0,1.0,0.14,0,0.0,0.0,0.0,2,0.28,3,0.43
G10925,Unterwart,676,536,11,525,190,36.19,116,22.09,149,28.38,20,3.8,25,4.76,12,2.28,,0.0,1.0,0.19,3,0.57,0.0,0.0,7,1.33,2,0.38
G10926,Weiden bei Rechnitz,681,545,4,541,182,33.64,124,22.92,163,30.12,33,6.09,20,3.69,6,1.1,,0.0,0.0,0.0,1,0.18,0.0,0.0,11,2.03,1,0.18
G10927,Wiesfleck,984,837,10,827,239,28.89,170,20.55,333,40.26,24,2.9,39,4.71,13,1.57,,0.0,0.0,0.0,1,0.12,0.0,0.0,6,0.72,2,0.24
G10928,Wolfau,1179,966,11,955,291,30.47,212,22.19,309,32.35,44,4.6,63,6.59,13,1.36,,0.0,0.0,0.0,6,0.62,0.0,0.0,12,1.25,5,0.52
G10929,Neustift an der Lafnitz,698,594,8,586,133,22.69,174,29.69,202,34.47,17,2.9,39,6.65,6,1.02,,0.0,0.0,0.0,4,0.68,0.0,0.0,10,1.7,1,0.17
G10930,Jabing,599,506,10,496,132,26.61,113,22.78,180,36.29,17,3.42,31,6.25,9,1.81,,0.0,0.0,0.0,1,0.2,2.0,0.4,10,2.01,1,0.2
G10931,Badersdorf,244,215,10,205,86,41.95,52,25.36,54,26.34,8,3.9,5,2.43,0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0
G10932,Schandorf,249,191,3,188,77,40.95,56,29.78,34,18.08,5,2.65,12,6.38,0,0.0,,0.0,0.0,0.0,1,0.53,0.0,0.0,3,1.59,0,0.0
G10999,Wahlkarten - Oberwart,0,701,12,689,160,23.22,199,28.88,153,22.2,57,8.27,67,9.72,26,3.77,,0.0,0.0,0.0,7,1.01,3.0,0.43,13,1.88,4,0.58
G20000,Kärnten,432330,332399,3571,328828,68404,20.8,76034,23.12,126219,38.38,15511,4.71,25785,7.84,7293,2.21,,0.0,,0.0,1845,0.56,,0.0,5438,1.65,2299,0.69
G20099,Wahlkarten - Kärnten,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0.0,,0.0,0,0.0,,0.0,0,0.0,0,0.0
G2A000,Klagenfurt,120983,90094,892,89202,18634,20.88,21187,23.75,29393,32.95,5770,6.46,9012,10.1,1997,2.23,,0.0,,0.0,672,0.75,,0.0,1969,2.2,568,0.63
G2A099,Wahlkarten - Klagenfurt,0,359,4,355,60,16.9,88,24.78,63,17.74,51,14.36,65,18.3,8,2.25,,0.0,,0.0,7,1.97,,0.0,12,3.38,1,0.28
G2B000,Villach,95502,73351,777,72574,13055,17.98,17998,24.79,28054,38.65,3749,5.16,5878,8.09,1651,2.27,,0.0,,0.0,439,0.6,,0.0,1243,1.71,507,0.69
G2B099,Wahlkarten - Villach,0,302,2,300,44,14.66,64,21.33,71,23.66,42,14.0,44,14.66,16,5.33,,0.0,,0.0,3,1.0,,0.0,15,5.0,1,0.33
G2C000,Kärnten West,97683,77129,861,76268,17416,22.83,15193,19.92,32236,42.26,2723,3.57,5272,6.91,1644,2.15,,0.0,,0.0,353,0.46,,0.0,892,1.16,539,0.7
G2C099,Wahlkarten - Kärnten West,0,199,1,198,35,17.67,39,19.69,42,21.21,25,12.62,32,16.16,6,3.03,,0.0,,0.0,2,1.01,,0.0,16,8.08,1,0.5
G2D000,Kärnten Ost,118162,91825,1041,90784,19299,21.25,21656,23.85,36536,40.24,3269,3.6,5623,6.19,2001,2.2,,0.0,,0.0,381,0.41,,0.0,1334,1.46,685,0.75
G2D099,Wahlkarten - Kärnten Ost,0,188,1,187,27,14.43,43,22.99,41,21.92,24,12.83,30,16.04,9,4.81,,0.0,,0.0,0,0.0,,0.0,11,5.88,2,1.06
G20100,Klagenfurt Stadt,73236,52145,472,51673,10600,20.51,12528,24.24,15998,30.96,3704,7.16,5587,10.81,1171,2.26,,0.0,,0.0,413,0.79,,0.0,1356,2.62,316,0.61
G20101,Klagenfurt am Wörthersee,73236,51091,457,50634,10434,20.6,12250,24.19,15794,31.19,3567,7.04,5430,10.72,1132,2.23,,0.0,,0.0,401,0.79,,0.0,1320,2.6,306,0.6
G20199,Wahlkarten - Klagenfurt Stadt,0,1054,15,1039,166,15.97,278,26.75,204,19.63,137,13.18,157,15.11,39,3.75,,0.0,,0.0,12,1.15,,0.0,36,3.46,10,0.96
G20200,Villach Stadt,44411,32790,295,32495,5660,17.41,8382,25.79,11915,36.66,1906,5.86,2831,8.71,722,2.22,,0.0,,0.0,194,0.59,,0.0,667,2.05,218,0.67
G20201,Villach,44411,32144,288,31856,5549,17.41,8223,25.81,11766,36.93,1839,5.77,2740,8.6,701,2.2,,0.0,,0.0,189,0.59,,0.0,637,1.99,212,0.66
G20299,Wahlkarten - Villach Stadt,0,646,7,639,111,17.37,159,24.88,149,23.31,67,10.48,91,14.24,21,3.28,,0.0,,0.0,5,0.78,,0.0,30,4.69,6,0.93
G20300,Hermagor,14187,11559,146,11413,3451,30.23,2497,21.87,3752,32.87,401,3.51,860,7.53,235,2.05,,0.0,,0.0,35,0.3,,0.0,99,0.86,83,0.72
G20302,Dellach,991,805,12,793,284,35.81,154,19.41,248,31.27,38,4.79,44,5.54,12,1.51,,0.0,,0.0,5,0.63,,0.0,6,0.75,2,0.25
G20305,Hermagor-Pressegger See,5262,4222,44,4178,1154,27.62,1057,25.29,1277,30.56,159,3.8,359,8.59,88,2.1,,0.0,,0.0,7,0.16,,0.0,49,1.17,28,0.67
G20306,Kirchbach,2063,1660,25,1635,488,29.84,287,17.55,639,39.08,53,3.24,101,6.17,39,2.38,,0.0,,0.0,5,0.3,,0.0,5,0.3,18,1.1
G20307,Kötschach-Mauthen,2613,2011,24,1987,619,31.15,376,18.92,670,33.71,62,3.12,180,9.05,37,1.86,,0.0,,0.0,6,0.3,,0.0,19,0.95,18,0.9
G20316,St. Stefan im Gailtal,1257,1001,11,990,257,25.95,273,27.57,337,34.04,29,2.92,49,4.94,26,2.62,,0.0,,0.0,1,0.1,,0.0,12,1.21,6,0.6
G20320,Gitschtal,945,781,16,765,192,25.09,191,24.96,285,37.25,22,2.87,49,6.4,12,1.56,,0.0,,0.0,5,0.65,,0.0,4,0.52,5,0.65
G20321,Lesachtal,1056,844,10,834,400,47.96,110,13.18,229,27.45,24,2.87,48,5.75,12,1.43,,0.0,,0.0,5,0.59,,0.0,2,0.23,4,0.47
G20399,Wahlkarten - Hermagor,0,235,4,231,57,24.67,49,21.21,67,29.0,14,6.06,30,12.98,9,3.89,,0.0,,0.0,1,0.43,,0.0,2,0.86,2,0.86
G20400,Klagenfurt-Land,47747,37590,416,37174,7974,21.45,8571,23.05,13332,35.86,2015,5.42,3360,9.03,818,2.2,,0.0,,0.0,252,0.67,,0.0,601,1.61,251,0.67
G20402,Ebenthal in Kärnten,6355,4629,58,4571,742,16.23,1245,27.23,1865,40.8,178,3.89,319,6.97,108,2.36,,0.0,,0.0,14,0.3,,0.0,76,1.66,24,0.52
G20403,Feistritz im Rosental,1886,1383,20,1363,262,19.22,399,29.27,459,33.67,78,5.72,100,7.33,19,1.39,,0.0,,0.0,18,1.32,,0.0,22,1.61,6,0.44
G20405,Ferlach,5515,4136,40,4096,689,16.82,1155,28.19,1613,39.37,170,4.15,269,6.56,75,1.83,,0.0,,0.0,24,0.58,,0.0,72,1.75,29,0.7
G20409,Grafenstein,2367,1769,21,1748,501,28.66,288,16.47,705,40.33,55,3.14,114,6.52,35,2.0,,0.0,,0.0,2,0.11,,0.0,27,1.54,21,1.2
G20412,Keutschach am See,1918,1526,11,1515,355,23.43,363,23.96,464,30.62,106,6.99,147,9.7,28,1.84,,0.0,,0.0,23,1.51,,0.0,18,1.18,11,0.72
G20414,Köttmannsdorf,2392,1869,16,1853,427,23.04,434,23.42,672,36.26,87,4.69,149,8.04,36,1.94,,0.0,,0.0,9,0.48,,0.0,27,1.45,12,0.64
G20415,Krumpendorf am Wörthersee,2717,2085,9,2076,541,26.05,375,18.06,548,26.39,187,9.0,331,15.94,37,1.78,,0.0,,0.0,13,0.62,,0.0,27,1.3,17,0.81
G20416,Ludmannsdorf,1460,1147,16,1131,233,20.6,330,29.17,344,30.41,77,6.8,87,7.69,24,2.12,,0.0,,0.0,12,1.06,,0.0,13,1.14,11,0.97
G20417,Maria Rain,2056,1584,18,1566,327,20.88,312,19.92,554,35.37,116,7.4,173,11.04,33,2.1,,0.0,,0.0,12,0.76,,0.0,27,1.72,12,0.76
G20418,Maria Saal,3190,2550,34,2516,571,22.69,520,20.66,824,32.75,202,8.02,258,10.25,59,2.34,,0.0,,0.0,22,0.87,,0.0,47,1.86,13,0.51
G20419,Maria Wörth,1285,1010,16,994,280,28.16,181,18.2,269,27.06,69,6.94,133,13.38,25,2.51,,0.0,,0.0,14,1.4,,0.0,18,1.81,5,0.5
G20421,Moosburg,3709,2759,27,2732,594,21.74,520,19.03,1061,38.83,146,5.34,260,9.51,75,2.74,,0.0,,0.0,20,0.73,,0.0,36,1.31,20,0.73
G20424,Pörtschach am Wörther See,2273,1777,18,1759,455,25.86,285,16.2,557,31.66,135,7.67,228,12.96,55,3.12,,0.0,,0.0,8,0.45,,0.0,26,1.47,10,0.56
G20425,Poggersdorf,2651,2131,29,2102,444,21.12,465,22.12,846,40.24,69,3.28,178,8.46,49,2.33,,0.0,,0.0,13,0.61,,0.0,27,1.28,11,0.52
G20428,St. Margareten im Rosental,844,669,7,662,163,24.62,213,32.17,204,30.81,18,2.71,37,5.58,6,0.9,,0.0,,0.0,1,0.15,,0.0,15,2.26,5,0.75
G20432,Schiefling am Wörthersee,1986,1555,9,1546,313,20.24,329,21.28,618,39.97,64,4.13,129,8.34,39,2.52,,0.0,,0.0,9,0.58,,0.0,34,2.19,11,0.71
G20435,Techelsberg am Wörther See,1768,1343,16,1327,275,20.72,282,21.25,552,41.59,50,3.76,91,6.85,31,2.33,,0.0,,0.0,10,0.75,,0.0,25,1.88,11,0.82
G20441,Zell,484,398,11,387,83,21.44,141,36.43,73,18.86,40,10.33,28,7.23,9,2.32,,0.0,,0.0,5,1.29,,0.0,7,1.8,1,0.25
G20442,Magdalensberg,2891,2285,31,2254,492,21.82,534,23.69,844,37.44,96,4.25,183,8.11,50,2.21,,0.0,,0.0,8,0.35,,0.0,37,1.64,10,0.44
G20499,Wahlkarten - Klagenfurt-Land,0,985,9,976,227,23.25,200,20.49,260,26.63,72,7.37,146,14.95,25,2.56,,0.0,,0.0,15,1.53,,0.0,20,2.04,11,1.12
G20500,Sankt Veit an der Glan,43210,33213,304,32909,7120,21.63,7571,23.0,13543,41.15,1060,3.22,2070,6.29,712,2.16,,0.0,,0.0,132,0.4,,0.0,466,1.41,235,0.71
G20501,Althofen,3808,2769,33,2736,570,20.83,647,23.64,1076,39.32,85,3.1,205,7.49,76,2.77,,0.0,,0.0,14,0.51,,0.0,44,1.6,19,0.69
G20502,Brückl,2157,1609,12,1597,365,22.85,402,25.17,653,40.88,29,1.81,88,5.51,29,1.81,,0.0,,0.0,5,0.31,,0.0,11,0.68,15,0.93
G20503,Deutsch-Griffen,707,509,4,505,91,18.01,73,14.45,310,61.38,5,0.99,16,3.16,3,0.59,,0.0,,0.0,1,0.19,,0.0,1,0.19,5,0.99
G20504,Eberstein,972,760,3,757,186,24.57,137,18.09,336,44.38,14,1.84,47,6.2,19,2.5,,0.0,,0.0,2,0.26,,0.0,9,1.18,7,0.92
G20505,Friesach,4058,2993,27,2966,649,21.88,719,24.24,1236,41.67,87,2.93,149,5.02,53,1.78,,0.0,,0.0,8,0.26,,0.0,50,1.68,15,0.5
G20506,Glödnitz,675,530,1,529,147,27.78,94,17.76,245,46.31,5,0.94,24,4.53,8,1.51,,0.0,,0.0,1,0.18,,0.0,4,0.75,1,0.18
G20508,Gurk,991,799,8,791,213,26.92,129,16.3,365,46.14,19,2.4,37,4.67,15,1.89,,0.0,,0.0,1,0.12,,0.0,10,1.26,2,0.25
G20509,Guttaring,1174,899,9,890,207,23.25,201,22.58,330,37.07,24,2.69,81,9.1,25,2.8,,0.0,,0.0,2,0.22,,0.0,14,1.57,6,0.67
G20511,Hüttenberg,1092,830,4,826,132,15.98,204,24.69,416,50.36,10,1.21,32,3.87,17,2.05,,0.0,,0.0,4,0.48,,0.0,7,0.84,4,0.48
G20512,Kappel am Krappfeld,1579,1259,14,1245,358,28.75,226,18.15,502,40.32,39,3.13,62,4.97,30,2.4,,0.0,,0.0,3,0.24,,0.0,18,1.44,7,0.56
G20513,Klein St. Paul,1474,1084,10,1074,256,23.83,219,20.39,462,43.01,29,2.7,54,5.02,29,2.7,,0.0,,0.0,6,0.55,,0.0,11,1.02,8,0.74
G20515,Liebenfels,2716,2070,17,2053,436,21.23,462,22.5,816,39.74,67,3.26,162,7.89,44,2.14,,0.0,,0.0,9,0.43,,0.0,33,1.6,24,1.16
G20518,Metnitz,1566,1270,12,1258,350,27.82,213,16.93,551,43.79,28,2.22,74,5.88,19,1.51,,0.0,,0.0,7,0.55,,0.0,12,0.95,4,0.31
G20519,Micheldorf,760,572,3,569,104,18.27,143,25.13,242,42.53,20,3.51,34,5.97,12,2.1,,0.0,,0.0,1,0.17,,0.0,5,0.87,8,1.4
G20520,Mölbling,1049,833,5,828,153,18.47,133,16.06,419,50.6,19,2.29,59,7.12,19,2.29,,0.0,,0.0,7,0.84,,0.0,12,1.44,7,0.84
G20523,St. Georgen am Längsee,2882,2225,25,2200,403,18.31,550,25.0,882,40.09,80,3.63,178,8.09,46,2.09,,0.0,,0.0,14,0.63,,0.0,31,1.4,16,0.72
G20527,Sankt Veit an der Glan,9409,6740,60,6680,1209,18.09,2009,30.07,2417,36.18,293,4.38,404,6.04,161,2.41,,0.0,,0.0,26,0.38,,0.0,109,1.63,52,0.77
G20530,Straßburg,1627,1277,16,1261,331,26.24,170,13.48,615,48.77,27,2.14,72,5.7,23,1.82,,0.0,,0.0,3,0.23,,0.0,14,1.11,6,0.47
G20531,Weitensfeld im Gurktal,1637,1298,11,1287,374,29.05,200,15.54,598,46.46,24,1.86,47,3.65,19,1.47,,0.0,,0.0,1,0.07,,0.0,20,1.55,4,0.31
G20534,Frauenstein,2877,2269,21,2248,442,19.66,520,23.13,876,38.96,127,5.64,176,7.82,43,1.91,,0.0,,0.0,14,0.62,,0.0,33,1.46,17,0.75
G20599,Wahlkarten - Sankt Veit an der Glan,0,618,9,609,144,23.64,120,19.7,196,32.18,29,4.76,69,11.33,22,3.61,,0.0,,0.0,3,0.49,,0.0,18,2.95,8,1.31
G20600,Spittal an der Drau,59858,47167,507,46660,10374,22.23,9090,19.48,20377,43.67,1670,3.57,3186,6.82,951,2.03,,0.0,,0.0,215,0.46,,0.0,492,1.05,305,0.65
G20601,Bad Kleinkirchheim,1186,923,5,918,236,25.7,147,16.01,355,38.67,39,4.24,104,11.32,15,1.63,,0.0,,0.0,6,0.65,,0.0,12,1.3,4,0.43
G20602,Baldramsdorf,1530,1223,13,1210,202,16.69,244,20.16,628,51.9,26,2.14,67,5.53,22,1.81,,0.0,,0.0,3,0.24,,0.0,13,1.07,5,0.41
G20603,Berg im Drautal,1019,782,9,773,226,29.23,163,21.08,248,32.08,33,4.26,60,7.76,19,2.45,,0.0,,0.0,3,0.38,,0.0,15,1.94,6,0.77
G20604,Dellach im Drautal,1295,979,16,963,263,27.31,204,21.18,327,33.95,40,4.15,83,8.61,29,3.01,,0.0,,0.0,3,0.31,,0.0,8,0.83,6,0.62
G20605,Großkirchheim,1054,855,6,849,259,30.5,75,8.83,400,47.11,26,3.06,57,6.71,17,2.0,,0.0,,0.0,1,0.11,,0.0,8,0.94,6,0.7
G20607,Flattach,929,726,3,723,160,22.13,95,13.13,390,53.94,16,2.21,37,5.11,12,1.65,,0.0,,0.0,0,0.0,,0.0,5,0.69,8,1.1
G20608,Gmünd in Kärnten,2128,1660,23,1637,356,21.74,323,19.73,711,43.43,59,3.6,112,6.84,32,1.95,,0.0,,0.0,8,0.48,,0.0,23,1.4,13,0.79
G20609,Greifenburg,1346,1044,13,1031,254,24.63,191,18.52,415,40.25,54,5.23,74,7.17,14,1.35,,0.0,,0.0,9,0.87,,0.0,9,0.87,11,1.06
G20610,Heiligenblut am Großglockner,781,613,6,607,256,42.17,41,6.75,214,35.25,30,4.94,38,6.26,15,2.47,,0.0,,0.0,4,0.65,,0.0,5,0.82,4,0.65
G20611,Irschen,1581,1312,27,1285,371,28.87,276,21.47,464,36.1,44,3.42,73,5.68,29,2.25,,0.0,,0.0,3,0.23,,0.0,16,1.24,9,0.7
G20613,Kleblach-Lind,937,766,19,747,174,23.29,233,31.19,268,35.87,19,2.54,25,3.34,12,1.6,,0.0,,0.0,2,0.26,,0.0,7,0.93,7,0.93
G20616,Lendorf,1444,1179,17,1162,243,20.91,263,22.63,532,45.78,33,2.83,52,4.47,21,1.8,,0.0,,0.0,3,0.25,,0.0,8,0.68,7,0.6
G20618,Mallnitz,574,483,8,475,119,25.05,149,31.36,128,26.94,18,3.78,45,9.47,9,1.89,,0.0,,0.0,0,0.0,,0.0,6,1.26,1,0.21
G20619,Malta,1570,1173,6,1167,211,18.08,231,19.79,562,48.15,37,3.17,74,6.34,32,2.74,,0.0,,0.0,5,0.42,,0.0,7,0.59,8,0.68
G20620,Millstatt am See,2746,2104,18,2086,587,28.13,323,15.48,768,36.81,131,6.27,187,8.96,35,1.67,,0.0,,0.0,11,0.52,,0.0,25,1.19,19,0.91
G20622,Mörtschach,631,499,6,493,141,28.6,44,8.92,252,51.11,9,1.82,22,4.46,13,2.63,,0.0,,0.0,2,0.4,,0.0,8,1.62,2,0.4
G20624,Mühldorf,823,626,8,618,82,13.26,133,21.52,335,54.2,13,2.1,35,5.66,11,1.77,,0.0,,0.0,1,0.16,,0.0,7,1.13,1,0.16
G20625,Oberdrauburg,936,734,8,726,209,28.78,138,19.0,304,41.87,20,2.75,29,3.99,12,1.65,,0.0,,0.0,2,0.27,,0.0,7,0.96,5,0.68
G20627,Obervellach,1722,1334,16,1318,284,21.54,233,17.67,646,49.01,32,2.42,76,5.76,19,1.44,,0.0,,0.0,8,0.6,,0.0,16,1.21,4,0.3
G20630,Radenthein,4589,3510,33,3477,615,17.68,815,23.43,1569,45.12,107,3.07,223,6.41,67,1.92,,0.0,,0.0,14,0.4,,0.0,44,1.26,23,0.66
G20631,Rangersdorf,1369,1094,8,1086,204,18.78,157,14.45,627,57.73,16,1.47,50,4.6,14,1.28,,0.0,,0.0,7,0.64,,0.0,6,0.55,5,0.46
